Rat_ID;Text_Review_Count;Average_Rating;Ratings_Count;BookID
2658;37;3.67;352;9767
2659;702;3.67;25059;9784
2660;32;4.02;267;9786
2661;64;4.09;1570;9787
2662;532;4.06;4315;9789
2663;14993;4.06;308840;9791
2664;0;3.5;8;9796
2665;1010;3.88;16714;9799
2666;11;3.99;95;9802
2667;57;4.27;958;9806
2668;205;3.94;4084;9811
2669;181;4.03;4701;9813
2670;423;3.68;3459;9815
2671;12;3.68;53;9816
2672;4262;4.16;31394;9820
2673;90;3.77;432;9826
2674;643;4.14;28103;9827
2675;3;3.51;34;9828
2676;16;4.35;174;9831
2677;3;3.84;28;9832
2678;1280;3.84;22847;9833
2679;2473;3.77;34941;9838
2680;46;3.63;258;9840
2681;88;3.85;1718;9841
2682;4450;3.38;55304;9844
2683;1;3.98;47;9862
2684;54;4.0;749;9863
2685;476;3.79;9445;9864
2686;445;3.93;10414;9865
2687;0;3.71;1;9866
2688;103;3.54;1718;9873
2689;150;3.41;2560;9875
2690;238;3.89;2107;9888
2691;30;4.09;321;9897
2692;227;3.72;4263;9903
2693;33;4.15;562;9904
2694;40;3.58;597;9908
2695;974;3.68;35311;9912
2696;669;3.46;18181;9913
2697;2543;3.58;55900;9915
2698;849;4.24;9982;9919
2699;332;4.07;3266;9920
2700;3;3.9;29;9921
2701;428;3.44;5274;9922
2702;17;3.49;102;9923
2703;188;4.01;4533;9924
2704;30;4.31;406;9929
2705;65;3.93;542;9931
2706;23;3.46;727;9936
2707;98;3.72;996;9950
2708;1022;3.54;18376;9957
2709;506;3.9;4844;9961
2710;1;3.43;7;9974
2711;5;3.85;134;9975
2712;0;3.98;2;9981
2713;63;4.03;1254;9987
2714;105;3.55;1398;9997
2715;153;3.78;2584;10000
2716;4;3.91;83;10002
2717;82;3.61;989;10004
2718;462;3.78;9941;10006
2719;372;3.65;8517;10008
2720;267;3.74;12491;10009
2721;0;3.6;4;10013
2722;5;3.74;37;10023
2723;8;3.89;190;10029
2724;267;3.96;23344;10033
2725;313;3.98;9477;10034
2726;27;3.95;1806;10040
2727;793;4.02;8257;10050
2728;298;4.1;4746;10055
2729;5;3.48;140;10057
2730;1297;4.19;45954;10058
2731;28;4.17;255;10061
2732;3943;3.42;65202;10073
2733;1;3.87;24;10075
2734;306;4.05;12235;10079
2735;119;4.04;4947;10080
2736;1;3.25;12;10083
2737;235;4.02;13383;10084
2738;148;3.83;4825;10089
2739;163;4.05;13265;10090
2740;6;3.72;39;10096
2741;155;3.93;1882;10097
2742;366;3.89;10702;10105
2743;418;4.05;11134;10106
2744;23;4.14;1523;10107
2745;822;4.26;24108;10108
2746;14;3.54;93;10112
2747;913;4.18;15616;10115
2748;389;4.18;6935;10118
2749;419;3.9;3668;10126
2750;2;3.8;44;10134
2751;278;4.49;26794;10147
2752;57;4.47;874;10148
2753;242;3.72;1459;10156
2754;36;3.94;501;10165
2755;11;4.0;63;10170
2756;19;3.58;81;10172
2757;34;4.18;584;10173
2758;178;3.74;1307;10174
2759;0;0.0;0;10200
2760;211;4.33;3479;10203
2761;7;4.33;33;10204
2762;120;4.43;2561;10205
2763;22;4.36;229;10206
2764;47;4.42;482;10208
2765;27884;4.12;1409369;10210
2766;4;4.21;19;10215
2767;104;3.95;1511;10217
2768;39;4.22;249;10219
2769;57;3.93;845;10220
2770;62;3.89;889;10221
2771;1028;4.21;37064;10222
2772;11;4.38;99;10224
2773;212;4.25;3994;10232
2774;80;4.09;2534;10233
2775;4347;4.21;63813;10235
2776;398;3.97;14183;10238
2777;164;3.92;1023;10255
2778;2;4.31;13;10261
2779;29;4.03;238;10263
2780;1;3.95;37;10269
2781;8;3.72;104;10270
2782;306;4.07;8741;10285
2783;4;3.78;44;10289
2784;45;4.0;481;10303
2785;88;3.87;1341;10308
2786;337;3.8;6550;10310
2787;7;3.8;29;10311
2788;12;3.67;48;10324
2789;4;3.31;22;10329
2790;846;4.24;9944;10332
2791;3;4.3;15;10340
2792;37;3.53;224;10346
2793;9;3.87;37;10347
2794;5;4.37;121;10370
2795;794;4.03;11150;10372
2796;181;3.88;1225;10382
2797;40;3.22;589;10403
2798;25;3.22;399;10404
2799;34;3.51;410;10405
2800;2463;3.66;52688;10412
2801;185;3.9;547;10414
2802;87;3.78;5695;10416
2803;45;4.04;309;10417
2804;149;4.07;1327;10420
2805;19;3.85;199;10421
2806;1;3.82;7;10427
2807;39;4.06;311;10429
2808;145;3.45;1054;10431
2809;63;3.82;1452;10433
2810;17550;3.67;535636;10441
2811;35;4.02;361;10445
2812;9;3.81;167;10456
2813;17;3.79;148;10460
2814;273;3.93;9646;10461
2815;144;4.41;2948;10464
2816;18;4.2;212;10471
2817;15;3.4;43;10474
2818;50;3.93;363;10476
2819;34;4.05;661;10490
2820;11;4.12;158;10495
2821;7;3.32;13;10500
2822;624;3.35;8263;10503
2823;186;3.78;47625;10505
2824;698;3.74;16116;10507
2825;78;3.89;2021;10514
2826;26;3.85;218;10517
2827;34;4.01;1035;10518
2828;35;3.99;994;10519
2829;27;3.8;311;10525
2830;5;4.06;224;10528
2831;44;4.28;303;10529
2832;5869;3.97;235924;10534
2833;12;3.8;316;10536
2834;22;3.97;72;10537
2835;78;3.83;729;10539
2836;613;3.91;10836;10541
2837;235;3.73;1517;10545
2838;76;4.0;1693;10546
2839;6;3.55;30;10552
2840;147;4.07;1149;10559
2841;11;4.07;54;10561
2842;56;4.08;1379;10562
2843;92;4.07;820;10563
2844;2709;3.68;59097;10566
2845;78;4.13;4866;10568
2846;861;3.56;6352;10570
2847;16535;4.41;638766;10572
2848;1970;3.32;24611;10574
2849;167;3.54;3035;10575
2850;1519;3.97;73145;10579
2851;10;3.95;168;10581
2852;3768;3.98;257466;10583
2853;2028;3.82;117901;10585
2854;9;4.0;56;10586
2855;101;3.78;1369;10587
2856;107;4.22;357;10593
2857;2;3.78;50;10594
2858;5;4.23;22;10597
2859;9;3.93;156;10599
2860;2816;3.71;197993;10603
2861;1513;3.71;155020;10605
2862;2;3.83;53;10606
2863;1220;4.01;46428;10607
2864;44;4.15;6471;10612
2865;84;4.0;1290;10613
2866;7051;4.16;429510;10614
2867;494;4.11;62529;10617
2868;13;4.16;129;10620
2869;192;3.96;2707;10622
2870;20;3.93;308;10624
2871;2088;3.77;178403;10629
2872;610;4.15;14157;10631
2873;142;4.11;6164;10638
2874;1223;3.85;25312;10639
2875;167;3.82;1502;10654
2876;19;3.87;235;10655
2877;106;3.67;1317;10656
2878;74;4.12;1278;10662
2879;8;3.93;93;10663
2880;3;4.12;10;10666
2881;530;4.19;20145;10669
2882;13;4.19;247;10670
2883;2;3.94;54;10682
2884;7;3.84;60;10686
2885;41;4.06;675;10687
2886;6;3.99;22;10689
2887;3;3.78;43;10691
2888;63;3.72;398;10698
2889;8;4.16;48;10701
2890;163;3.8;2992;10711
2891;67;3.68;1219;10712
2892;9;3.02;106;10713
2893;100;3.36;2631;10714
2894;399;3.52;6166;10718
2895;1;3.91;61;10732
2896;1660;3.68;21634;10739
2897;459;3.53;2828;10750
2898;10;3.53;47;10751
2899;82;3.93;1170;10756
2900;117;3.89;1680;10757
2901;1;4.0;5;10760
2902;979;3.54;11429;10765
2903;13;3.96;155;10767
2904;1;3.96;46;10770
2905;66;3.91;326;10772
2906;387;3.56;7290;10776
2907;342;3.33;5546;10778
2908;35;4.17;490;10780
2909;85;3.72;659;10783
2910;33;3.96;421;10785
2911;32;4.17;279;10787
2912;15;4.0;197;10789
2913;8;3.81;138;10792
2914;65;3.8;290;10796
2915;30;3.8;174;10797
2916;669;4.15;6187;10801
2917;244;4.07;3010;10802
2918;59;4.22;608;10804
2919;350;4.09;2595;10805
2920;113;4.1;1553;10806
2921;8;4.19;88;10808
2922;39;4.13;694;10810
2923;544;4.3;5379;10814
2924;1;4.17;7;10826
2925;22;4.17;223;10832
2926;548;4.12;15468;10836
2927;121;3.54;863;10846
2928;166;3.89;2246;10853
2929;17;3.97;139;10863
2930;1240;3.78;13257;10867
2931;2166;3.43;30067;10873
2932;4;4.08;84;10876
2933;171;3.78;5980;10877
2934;36;3.96;1052;10879
2935;116;4.14;2961;10880
2936;2833;4.11;113315;10884
2937;78;4.07;2664;10885
2938;140;3.94;2507;10887
2939;2297;4.16;39822;10890
2940;109;3.94;652;10894
2941;36;3.74;805;10895
2942;314;3.67;1926;10897
2943;4;3.69;95;10906
2944;756;4.19;21292;10907
2945;2473;3.6;39611;10908
2946;5039;3.5;108646;10909
2947;2564;3.58;42046;10910
2948;2502;3.54;46383;10912
2949;1838;3.2;27590;10914
2950;3066;3.82;67431;10915
2951;8841;4.01;244774;10916
2952;29652;4.07;986711;10917
2953;4972;3.86;208001;10920
2954;36;4.41;685;10921
2955;6830;4.1;113593;10929
2956;25;3.98;180;10932
2957;0;4.19;0;10939
2958;2;3.79;24;10943
2959;57;3.91;1667;10951
2960;34690;4.23;673350;10964
2961;3992;4.44;105950;10965
2962;17;3.43;126;10966
2963;5294;4.27;128901;10967
2964;0;3.93;5;10968
2965;118;4.32;1088;10969
2966;5;3.85;54;10970
2967;2;3.88;25;10971
2968;2;3.87;80;10972
2969;3;3.84;95;10973
2970;101;3.71;1003;10974
2971;13;4.42;199;10976
2972;1920;3.94;47794;10979
2973;7;4.44;90;10980
2974;64;4.09;1017;10982
2975;117;3.86;1457;10984
2976;68;4.1;1253;10985
2977;8130;4.39;198818;10987
2978;5455;4.35;141771;10988
2979;478;4.08;11433;10989
2980;1345;3.7;32446;10990
2981;323;4.23;2384;10992
2982;60;3.91;536;10993
2983;26;3.86;183;10996
2984;50;4.3;1103;11000
2985;242;4.03;8614;11002
2986;1731;4.16;91695;11003
2987;12;4.05;176;11005
2988;3;4.17;20;11006
2989;3246;3.85;91755;11012
2990;591;3.67;9780;11013
2991;874;4.12;8333;11016
2992;156;4.12;1475;11019
2993;8;4.06;140;11021
2994;130;3.75;3240;11022
2995;366;3.81;8156;11026
2996;5;4.16;199;11027
2997;589;3.79;12998;11031
2998;209;3.68;3912;11033
2999;366;3.72;7888;11036
3000;47;4.18;1775;11037
3001;449;3.9;8311;11038
3002;143;3.8;1843;11043
3003;40;4.18;1392;11044
3004;550;3.99;4808;11045
3005;25;4.23;147;11047
3006;36;3.86;452;11048
3007;0;4.06;0;11062
3008;0;4.14;0;11069
3009;30;4.18;387;11071
3010;1;3.59;27;11075
3011;2077;3.87;19422;11077
3012;707;4.41;4357;11089
3013;369;4.03;4929;11095
3014;47;3.81;1051;11101
3015;16;3.57;186;11106
3016;9;3.57;57;11119
3017;9;3.57;174;11121
3018;24;4.26;202;11130
3019;53;4.26;1131;11136
3020;664;4.32;7665;11137
3021;5828;4.32;240060;11138
3022;4746;4.22;116834;11149
3023;12;4.22;96;11154
3024;28;3.69;204;11157
3025;1;4.04;28;11159
3026;72;4.14;957;11161
3027;108;3.9;1458;11162
3028;975;3.87;12576;11166
3029;36;3.94;503;11167
3030;465;3.84;7332;11168
3031;63;4.15;954;11174
3032;1;3.57;15;11176
3033;5;3.57;56;11178
3034;16;3.83;225;11184
3035;52;4.04;506;11197
3036;50;3.99;726;11204
3037;1144;3.63;18032;11208
3038;3;4.17;22;11222
3039;104;4.2;1120;11225
3040;5;4.2;67;11226
3041;771;3.92;13010;11229
3042;18;4.1;184;11231
3043;115;3.93;1417;11234
3044;159;3.63;1846;11235
3045;48;3.76;604;11240
3046;38;4.23;1045;11244
3047;209;4.07;2043;11245
3048;43;4.2;1114;11247
3049;69;4.19;1493;11251
3050;319;3.73;3682;11253
3051;52;4.34;1066;11262
3052;31;3.4;305;11263
3053;14;3.43;314;11269
3054;149;3.46;2532;11277
3055;61;3.68;1067;11278
3056;894;4.02;16116;11279
3057;0;3.68;1;11285
3058;714;3.9;15742;11286
3059;1229;4.18;36728;11289
3060;264;3.71;5855;11290
3061;17;3.66;61;11295
3062;68;3.83;1444;11296
3063;12203;4.03;248676;11297
3064;3022;3.95;68918;11298
3065;597;4.16;37851;11301
3066;72;3.97;1756;11308
3067;181;3.75;4085;11311
3068;507;4.15;27802;11313
3069;4;4.22;34;11317
3070;258;4.06;9606;11318
3071;160;4.25;4494;11320
3072;4;4.62;23;11323
3073;465;3.77;11174;11324
3074;452;3.75;7580;11326
3075;58;3.83;660;11333
3076;2763;4.06;73894;11334
3077;5507;4.03;132233;11337
3078;392;4.39;12613;11339
3079;54;3.81;428;11340
3080;128;3.81;1338;11341
3081;2479;3.93;47998;11346
3082;361;3.93;3552;11347
3083;49;3.93;457;11349
3084;94;3.93;709;11352
3085;0;3.93;11;11355
3086;447;3.93;15795;11359
3087;1;4.24;12;11364
3088;1671;4.17;40927;11366
3089;1555;3.77;9031;11371
3090;29;3.66;249;11372
3091;37;3.77;286;11373
3092;778;3.77;21451;11376
3093;11;3.9;58;11377
3094;318;3.99;3840;11378
3095;14;4.11;314;11380
3096;0;3.9;9;11383
3097;300;3.82;5889;11389
3098;54;3.94;834;11390
3099;0;4.2;3;11399
3100;3;3.97;28;11406
3101;738;3.91;42509;11413
3102;143;4.42;8370;11426
3103;174;4.44;8874;11427
3104;146;4.43;8158;11428
3105;354;4.32;10722;11429
3106;288;4.45;13180;11430
3107;36;4.49;718;11431
3108;271;4.5;12509;11432
3109;859;4.38;25248;11433
3110;172;4.41;9804;11434
3111;201;4.46;12550;11436
3112;772;4.42;18280;11437
3113;107;4.3;1651;11439
3114;232;4.11;4455;11441
3115;894;4.28;21895;11449
3116;175;4.08;2398;11463
3117;826;3.82;7772;11464
3118;1304;3.98;22828;11466
3119;79;4.11;1227;11468
3120;1443;4.24;24862;11472
3121;103;4.37;866;11473
3122;11;4.01;135;11478
3123;31;3.81;170;11481
3124;3;4.07;14;11482
3125;9643;4.2;445206;11486
3126;61;3.49;806;11492
3127;378;3.86;6995;11494
3128;499;4.15;11255;11499
3129;339;4.16;6224;11502
3130;120;4.08;2222;11503
3131;2398;4.21;32785;11507
3132;7;3.9;63;11511
3133;0;4.25;19;11514
3134;0;3.81;0;11516
3135;0;3.33;3;11518
3136;0;3.71;6;11519
3137;0;4.17;3;11520
3138;439;3.85;36303;11525
3139;89;3.8;1108;11535
3140;23;4.28;147;11541
3141;231;3.9;9111;11548
3142;228;3.93;4849;11549
3143;143;3.92;3226;11550
3144;326;4.06;8741;11551
3145;96;3.89;2242;11552
3146;1740;4.35;17540;11553
3147;147;3.87;5725;11556
3148;2540;4.28;46244;11557
3149;460;3.64;21063;11563
3150;7;4.47;291;11565
3151;4570;4.44;207869;11566
3152;1617;3.63;136312;11570
3153;14;3.92;252;11571
3154;974;4.25;29670;11574
3155;275;4.07;34392;11580
3156;142;4.33;1118;11584
3157;15105;4.22;978535;11588
3158;9;4.24;192;11594
3159;1282;3.77;110131;11597
3160;9;3.42;62;11601
3161;184;3.59;1997;11604
3162;270;3.63;11649;11605
3163;84;4.11;1098;11606
3164;119;4.0;737;11608
3165;24;4.32;1436;11611
3166;3;4.34;64;11613
3167;13;3.84;54;11616
3168;20;4.29;315;11617
3169;39;4.25;475;11619
3170;3;4.17;77;11621
3171;483;4.31;14009;11623
3172;283;4.27;3737;11625
3173;224;4.19;9140;11627
3174;60;3.92;1516;11630
3175;64;4.17;1163;11632
3176;24;3.67;453;11635
3177;16;3.72;165;11643
3178;131;3.58;821;11648
3179;3007;3.92;47156;11650
3180;325;3.81;4996;11653
3181;482;3.85;6993;11654
3182;195;3.91;3192;11655
3183;148;4.26;1512;11656
3184;410;3.17;3490;11657
3185;55;3.98;811;11663
3186;150;3.45;2001;11664
3187;2;3.57;14;11665
3188;395;3.97;13361;11666
3189;5;4.02;92;11668
3190;19;3.68;132;11669
3191;128;3.76;949;11670
3192;36;3.45;330;11671
3193;31;3.69;467;11672
3194;83;3.83;449;11684
3195;529;4.27;12270;11686
3196;973;3.79;11930;11690
3197;425;3.91;6352;11692
3198;431;3.46;6994;11693
3199;0;3.56;7;11695
3200;4;3.83;34;11697
3201;45;3.85;413;11698
3202;46;4.3;2896;11701
3203;154;4.14;5170;11702
3204;6;4.22;44;11704
3205;18;4.21;373;11705
3206;30;4.21;602;11707
3207;1;3.86;25;11715
3208;0;3.65;7;11723
3209;514;3.47;3334;11728
3210;7;4.07;32;11729
3211;1410;3.88;25422;11734
3212;4489;3.82;34723;11741
3213;212;3.78;1614;11751
3214;241;4.03;2228;11752
3215;2523;3.87;55821;11762
3216;238;3.43;3683;11765
3217;24;3.41;300;11766
3218;500;3.24;7201;11767
3219;1195;3.9;51267;11768
3220;26;3.9;217;11769
3221;19;3.9;301;11771
3222;3;3.9;18;11772
3223;290;3.23;2662;11777
3224;230;3.71;2686;11779
3225;116;3.76;2115;11780
3226;97;3.8;912;11781
3227;357;3.55;3510;11782
3228;129;3.46;1168;11784
3229;821;3.34;6028;11785
3230;9;3.85;128;11796
3231;40;3.87;397;11801
3232;4;3.83;54;11809
3233;1162;3.57;21191;11824
3234;594;3.96;16021;11831
3235;0;1.0;2;11854
3236;0;4.17;0;11861
3237;40;4.25;317;11862
3238;5;3.97;86;11873
3239;33;3.69;566;11876
3240;51;4.04;398;11878
3241;0;3.83;0;11880
3242;0;3.66;7;11886
3243;257;3.76;6152;11890
3244;184;3.81;1746;11900
3245;2577;4.11;87816;11901
3246;118;3.53;1481;11907
3247;756;3.84;14789;11908
3248;135;3.76;2721;11910
3249;10;4.19;96;11912
3250;637;4.19;25866;11915
3251;369;3.89;6236;11917
3252;3479;4.05;79710;11918
3253;653;4.09;21556;11919
3254;44;4.08;767;11920
3255;48;4.13;777;11921
3256;1136;4.15;37400;11922
3257;112;3.51;2525;11926
3258;97;4.12;707;11932
3259;241;4.02;3033;11933
3260;35;4.21;530;11934
3261;136;3.89;2015;11938
3262;9;4.37;112;11949
3263;14;3.75;267;11963
3264;48;3.75;898;11970
3265;3;3.46;17;11978
3266;77;3.96;1951;11980
3267;30;4.34;843;11988
3268;256;4.15;9227;11990
3269;1772;4.04;53697;11991
3270;5;4.19;134;11993
3271;104;4.2;2448;11995
3272;71;4.09;516;11996
3273;34;4.37;420;12000
3274;19;4.11;251;12001
3275;560;4.02;15363;12009
3276;759;4.21;20051;12013
3277;436;4.2;17025;12016
3278;342;3.92;10878;12017
3279;2;4.21;24;12018
3280;3;3.92;59;12019
3281;10;3.17;78;12022
3282;2;3.77;31;12034
3283;0;4.22;3;12035
3284;161;3.65;1876;12036
3285;2;3.48;34;12043
3286;0;3.76;14;12045
3287;16;3.31;123;12047
3288;21;4.19;264;12048
3289;99;4.02;1123;12049
3290;23;3.98;313;12050
3291;11;4.41;128;12052
3292;132;3.91;906;12053
3293;26;3.67;181;12055
3294;0;3.25;18;12059
3295;90;3.84;1539;12066
3296;33;3.77;284;12069
3297;582;4.25;5036;12070
3298;14;4.25;104;12071
3299;187;4.23;11067;12073
3300;169;3.76;2284;12074
3301;404;4.07;13578;12075
3302;35;4.23;224;12076
3303;4;4.16;75;12077
3304;27;4.01;877;12078
3305;148;4.36;3679;12079
3306;26;4.06;285;12080
3307;38;4.14;2027;12081
3308;734;4.07;32178;12083
3309;0;4.0;4;12086
3310;74;3.83;1751;12090
3311;0;4.0;3;12091
3312;106;4.04;5524;12095
3313;9;4.11;175;12099
3314;3;3.5;17;12108
3315;63;3.95;2935;12113
3316;18;3.85;214;12114
3317;108;4.03;6185;12116
3318;106;4.1;3852;12117
3319;21;3.91;650;12118
3320;0;3.74;7;12120
3321;94;4.09;1979;12123
3322;1081;3.94;18737;12125
3323;178;3.91;6746;12137
3324;105;4.18;4967;12142
3325;6;4.15;79;12143
3326;752;4.06;6115;12147
3327;80;4.06;522;12148
3328;3;3.79;33;12149
3329;53;4.27;252;12155
3330;224;4.11;1136;12157
3331;22;3.96;369;12169
3332;660;4.25;10455;12172
3333;26;3.96;312;12180
3334;23;3.9;342;12186
3335;543;4.15;7927;12187
3336;59;4.0;767;12188
3337;7;4.28;97;12193
3338;838;3.62;21925;12194
3339;20;3.9;589;12195
3340;322;4.4;9205;12201
3341;67;4.25;1392;12202
3342;69;3.88;731;12203
3343;251;4.28;33928;12204
3344;51;4.32;6188;12210
3345;31;4.11;259;12212
3346;36;4.08;1596;12216
3347;2409;3.98;235224;12220
3348;337;3.98;3458;12222
3349;6;3.58;61;12224
3350;0;3.29;0;12225
3351;0;3.7;10;12226
3352;179;3.9;2085;12230
3353;2;4.5;2;12240
3354;19;4.14;280;12248
3355;23;4.32;109;12249
3356;21;3.98;234;12250
3357;7;3.86;42;12254
3358;1;4.5;4;12256
3359;22;4.09;316;12263
3360;46;4.31;642;12268
3361;211;3.8;5966;12274
3362;8;3.87;100;12275
3363;217;4.28;6775;12279
3364;3;3.45;11;12288
3365;0;3.43;5;12290
3366;4;3.63;15;12292
3367;1;4.25;4;12293
3368;10402;3.4;609586;12296
3369;220;3.4;5503;12297
3370;68;3.4;1373;12299
3371;8;3.4;109;12300
3372;11;3.4;534;12301
3373;0;3.4;10;12302
3374;20;3.98;210;12315
3375;4;4.21;64;12317
3376;76;4.11;3227;12319
3377;1115;4.01;48651;12321
3378;26;4.18;818;12322
3379;7;4.21;61;12328
3380;483;4.01;6799;12335
3381;0;4.33;0;12346
3382;1330;3.96;12431;12349
3383;0;3.96;2;12350
3384;0;3.96;3;12352
3385;1318;3.88;25608;12358
3386;332;4.04;5013;12365
3387;252;3.75;2738;12366
3388;15;3.88;89;12370
3389;353;3.9;3255;12372
3390;11;4.47;182;12375
3391;39;4.02;309;12378
3392;124;3.96;2940;12381
3393;20;4.38;1763;12383
3394;876;4.23;21561;12395
3395;247;3.92;2121;12398
3396;4;4.43;24;12401
3397;26;3.85;335;12408
3398;59;4.14;824;12412
3399;118;3.93;565;12417
3400;43;4.07;502;12419
3401;8;3.82;83;12424
3402;16;4.26;179;12427
3403;74;3.92;884;12441
3404;401;3.85;5875;12442
3405;133;4.01;1719;12444
3406;3;3.52;24;12445
3407;265;4.04;4025;12447
3408;751;3.93;11131;12448
3409;45;4.2;777;12451
3410;0;3.76;17;12457
3411;9;4.18;90;12458
3412;5;4.1;87;12461
3413;351;3.14;2307;12466
3414;620;3.94;21004;12467
3415;952;4.06;15682;12468
3416;10;3.3;67;12473
3417;188;3.66;2500;12474
3418;313;4.07;3500;12477
3419;3;3.92;12;12478
3420;34;3.8;221;12482
3421;85;3.9;767;12488
3422;119;3.72;2757;12495
3423;562;3.96;6494;12496
3424;6140;4.14;120421;12497
3425;394;3.8;8819;12502
3426;2760;4.18;94133;12505
3427;9;4.11;64;12511
3428;147;3.95;1876;12513
3429;146;3.86;2448;12517
3430;25;3.44;924;12522
3431;42;4.34;562;12526
3432;1596;4.11;17681;12527
3433;604;3.91;7102;12528
3434;380;4.16;3172;12532
3435;975;3.57;4870;12533
3436;865;4.05;18922;12535
3437;111;3.63;1562;12537
3438;1664;4.19;21507;12540
3439;188;4.06;1029;12545
3440;81;3.83;509;12546
3441;310;4.29;6970;12550
3442;2689;3.99;108440;12555
3443;1661;4.01;66503;12557
3444;64;3.97;1388;12558
3445;121;3.65;1799;12560
3446;20;3.72;83;12561
3447;80;4.17;577;12564
3448;380;4.15;8721;12568
3449;95;4.29;2076;12569
3450;103;4.25;1724;12570
3451;77;3.78;1349;12571
3452;202;4.23;7084;12577
3453;27;4.17;274;12578
3454;15;4.43;305;12579
3455;56;4.04;484;12581
3456;28;3.94;92;12582
3457;59;3.6;433;12583
3458;11;4.06;102;12586
3459;76;3.88;830;12589
3460;232;4.06;2717;12590
3461;4194;4.17;60656;12609
3462;345;3.97;11173;12612
3463;116;3.94;1953;12614
3464;320;4.02;4332;12615
3465;2;3.73;14;12616
3466;192;3.93;4145;12618
3467;38;3.98;1643;12620
3468;31;3.86;819;12622
3469;16;4.05;270;12623
3470;133;3.99;1679;12627
3471;90;3.97;1776;12630
3472;20;3.76;282;12631
3473;10;3.96;296;12645
3474;5;3.96;84;12646
3475;20;4.22;225;12648
3476;160;3.62;4919;12649
3477;28;4.32;504;12650
3478;451;3.77;29090;12651
3479;36;4.25;723;12652
3480;1149;4.3;34972;12657
3481;1383;4.2;66298;12658
3482;664;4.18;19174;12661
3483;400;4.05;4753;12662
3484;152;3.71;2153;12664
3485;13;4.24;95;12665
3486;3;3.96;67;12676
3487;9;3.96;28;12678
3488;134;4.22;1316;12682
3489;0;4.22;13;12683
3490;2;4.22;8;12684
3491;158;4.13;697;12686
3492;12116;4.13;414947;12691
3493;201;3.85;1898;12703
3494;0;0.0;0;12712
3495;996;3.9;15806;12722
3496;4;4.15;103;12723
3497;209;4.02;6509;12724
3498;356;3.74;6548;12725
3499;35;3.94;329;12733
3500;276;3.89;1681;12738
3501;11;3.97;77;12746
3502;1767;4.14;30493;12749
3503;9;4.14;17;12753
3504;0;4.14;1;12754
3505;6;3.27;70;12769
3506;556;3.94;6548;12770
3507;7;3.67;267;12771
3508;0;3.71;11;12783
3509;1494;3.54;12741;12786
3510;220;3.92;2243;12787
3511;0;4.67;1;12789
3512;14;3.9;77;12793
3513;38;3.73;250;12803
3514;1;3.5;15;12807
3515;17;4.09;175;12812
3516;34;3.93;503;12817
3517;5;3.94;21;12820
3518;1;3.4;5;12822
3519;255;4.29;2439;12823
3520;278;3.52;3996;12827
3521;33;3.59;336;12828
3522;330;3.12;3621;12829
3523;33;4.03;2779;12840
3524;70;4.16;1952;12841
3525;257;4.12;8541;12842
3526;37;4.03;956;12843
3527;53;4.22;2253;12844
3528;89;4.13;4657;12845
3529;67;4.14;2554;12846
3530;97;4.1;3618;12847
3531;6;4.26;110;12851
3532;89;4.26;2711;12852
3533;27;4.27;214;12853
3534;294;4.18;2710;12854
3535;29;4.42;1330;12855
3536;52;4.18;442;12856
3537;5;3.92;192;12859
3538;8119;4.23;179639;12873
3539;79;3.92;536;12876
3540;25;3.79;534;12879
3541;228;4.23;1623;12880
3542;188;3.77;3115;12881
3543;0;3.77;1;12882
3544;305;3.7;5052;12885
3545;3;3.73;10;12901
3546;1;4.05;8;12905
3547;1;3.12;8;12906
3548;117;3.84;892;12912
3549;1182;3.84;87406;12914
3550;96;3.84;996;12916
3551;27;3.84;319;12918
3552;5;4.4;583;12919
3553;39;3.18;237;12922
3554;1211;3.18;16370;12923
3555;6654;3.91;93589;12930
3556;1554;3.9;13788;12931
3557;44;3.9;1521;12932
3558;32;3.93;194;12933
3559;9341;3.82;132584;12936
3560;15;3.71;244;12937
3561;2806;3.91;154195;12938
3562;24;3.91;269;12939
3563;98;3.91;1796;12941
3564;11;3.91;215;12944
3565;93;3.43;790;12947
3566;270;3.79;6769;12950
3567;134;3.8;3083;12951
3568;77;3.43;616;12954
3569;12;4.07;128;12958
3570;62;4.07;1230;12960
3571;2;4.07;13;12961
3572;7;4.07;38;12964
3573;12;4.07;73;12965
3574;3510;3.5;21851;12967
3575;100;3.9;1464;12969
3576;18;3.98;157;12975
3577;14;3.98;188;12980
3578;21;3.98;199;12982
3579;94;3.82;5704;12984
3580;107;4.02;1309;12990
3581;0;4.27;15;12993
3582;63;3.74;375;12994
3583;216;3.87;4208;12995
3584;4265;3.89;273070;12996
3585;3;3.89;48;12999
3586;25;3.89;493;13002
3587;2595;3.68;138685;13006
3588;3;3.68;53;13008
3589;2;3.68;51;13011
3590;78;3.68;769;13012
3591;0;3.88;17;13018
3592;493;3.83;17782;13020
3593;5234;4.03;364782;13023
3594;18;4.02;143;13028
3595;294;4.17;10050;13033
3596;542;3.89;5428;13037
3597;124;4.18;1896;13039
3598;40;4.02;514;13040
3599;114;3.91;1345;13042
3600;2;3.83;63;13050
3601;1533;3.63;19245;13060
3602;696;3.95;12609;13061
3603;571;3.96;14475;13062
3604;743;3.82;13125;13063
3605;669;3.94;15459;13064
3606;1047;3.89;20070;13066
3607;2348;3.88;23811;13067
3608;624;3.93;11050;13068
3609;161;3.48;2303;13069
