Pub_ID;Pub_name
1262;A & C Black (Childrens books)
1263;Inner Traditions
1264;Black Dog & Leventhal Publishers
1265;"Dodd Mead; 1st edition (September 1976)"
1266;Audiogo
1267;Samuel French Ltd
1268;Deodand
1269;The Overlook Press
1270;Hard Press
1271;Tom Doherty Associates
1272;Baker Books
1273;BCP
1274;Duckworth Publishing
1275;Cardoza
1276;Oregon State University Press
1277;Digital Manga Publishing 
1278; Dark Horse
1279;Quarry Press
1280;Sourcebooks
1281;MONDIAL
1282;Crescent
1283;Stanford University Press
1284;Pocket Books: Gallery Books
1285;Miramax
1286;Arcadia Publishing (SC)
1287;Soft Skull Press
1288;Univ Of Minnesota Press
1289;Hachette Littérature
1290;Skinner House Books
1291;Kent State University Press
1292;Cold Spring Press
1293;Leisure Books
1294;Basil Blackwell (Cambridge  MA
1295;Oxford)
1296;Picture Book Studio Ltd
1297;Hachette Jeunesse
1298;Osprey Publishing
1299;Marvel Comics
1300;Marvel Comics Group
1301;Razorbill
1302;Éditions de L'Olivier
1303;Dodo Press
1304;Berkley Publishing
1305;Universe
1306;Souvenir Press
1307;Globe
1308;Morpheus International
1309;Virago Press Ltd
1310;Library of America (NY)
1311;Nan A. Talese
1312;New Millennium Library
1313;Aerie
1314;Ace Book
1315;SFBC
1316;Square One Publishers
1317;Disney-Hyperion
1318;Taplinger Publ. Company
1319;Star Trek
1320;George Braziller Inc.
1321;Open Heaven Publications
1322;Blackstone Publishing
1323;Critica (Grijalbo Mondadori)
1324;Casa Creacion
1325;Benjamin-Cummings Publishing Company
1326;Berlitz Kids
1327;Honor Books
1328;Northeastern University Press
1329;Capstone Press
1330;Jump At The Sun
1331;New Press  The
1332;National Park Service
1333;Faber & Faber Limited
1334;Psychology Press
1335;Schocken Books
1336;Waking Lion Press
1337;Graphics Press LLC
1338;Graphics Press
1339;Ullstein Buchverlage GmbH & Co. KG 
1340; Ullstein Tas
1341;Ullstein Tb
1342;Lippincott Williams & Wilkins
1343;Dover Publications (NY)
1344;Ediciones Glénat España
1345;Lulu Press
1346;Vantage Press
1347;Эксмо
1348;New York University Press
1349;Cosmos Books (OH)
1350;AudioText
1351;Penguin Book Limited
1352;Hesperus Press
1353;Everymans Library
1354;Emecé Editores
1355;Penguin Classics Deluxe Edition
1356;Pelican Publishing Company
1357;Everyman Library 
1358; Overlook Press
1359;BiblioLife
1360;Overlook Press
1361;rbooks
1362;Classic Books
1363;Laurel Leaf
1364;Macmillan Publishing Company
1365;Collier Books
1366;Paraglyph Press
1367;Boosey & Hawkes Inc
1368;Reclam  Ditzingen
1369;Konemann
1370;Alfred A. Knopf  Inc.
1371;Cosimo Classics
1372;State University of New York Press
1373;Edwin Mellen Press
1374;Stone Bridge Press
1375;Farrar  Strauss & Giroux-3pl
1376;Multnomah
1377;Harvest Books
1378;Heinemann
1379;Challenge Press  Inc.
1380;Challcrest Press
1381;Manesse Verlag
1382;Tanglewood
1383;Disinformation Books
1384;Everyman Paperbacks
1385;Cybereditions Corp
1386;National Geographic
1387;Baton Wicks
1388;Sunburst
1389;Night Shade
1390;HarperPrism
1391;Bantam Books (NYC)
1392;Bantam Books (NY)
1393;Penguin Books (NYC)
1394;Fourth Estate Ltd
1395;Jump at the Sun
1396;Hyperio
1397;Pyramid Books
1398;W.W. Norton & Company  Inc. (NY)
1399;Quest Books
1400;The Modern Library New York
1401;Haus Publishing
1402;University Of Minnesota Press
1403;A Harvest Book
1404;Harcourt  Inc.
1405;Paris Press
1406;Beach Lane Books
1407;SCM Press
1408;Overlook TP
1409;MIT Press (MA)
1410;The MIT Press
1411;Polity Press
1412;John Wiley
1413;Pavement Saw Press
1414;Unwin Paperbacks
1415;Pan MacMillan
1416;Orchard
1417;Midnight Ink
1418;Alfred A. Knopf Borzoi Books
1419;Push
1420;Ravensburger Buchverlag
1421;Simon & Schuster Company (Englewood Cliffs  NJ)
1422;Peripatetic Press
1423;Bollingen
1424;Princeton University Press (NJ)
1425;Penguin Audio UK
1426;Townsend Press
1427;Lectorum
1428;Annick Press
1429;Plaza & Janes Editores  S.A.
1430;Arts Publications
1431;Hiperión
1432;Viking Books for Young Readers
1433;Purple House Press
1434;Editorial Juventud
1435;The Putnam & Grosset Group
1436;Warne
1437;Amereon Limited
1438;Penguin Books Limited
1439;Phoenix Books
1440;University of Chicago Press (IL)
1441;Hungry Minds
1442;University of Wisconsin Press
1443;W. W. Norton and Company
1444;Weiser Books
1445;MacMillan Children's Books
1446;Thorndike Press
1447;Harlequin
1448;Folio
1449;Rowohlt Tb.
1450;英文漢聲出版股份有限公司
1451;Open Court Publishing Company
1452;Pocket Books 
1453; Simon & Schuster  Inc.
1454;Laffont
1455;Time Life Books
1456;Faber and Faber & Penguin India
1457;Penguin Books Ltd.
1458;Motorbooks International
1459;Motorbooks
1460;BBC Physical Audio
1461;Little  Brown & Company (Boston
1462;Toronto)
1463;HarperCollins Leadership
1464;White Wolf Games Studio
1465;FASA Corporation
1466;Silhouette
1467;Circlet Press
1468;Small Beer Press
1469;McDougal Littel
1470;Deseret Book Company
1471;Writer's Digest Books
1472;BBC Books
1473;Big Finish
1474;Carroll & Graf
1475;Plexus Publishing
1476;Subterranean Press
1477;Benziger
1478;Dervy
1479;Simon & Schuster Books for Young Readers
1480;Barn Owl Books
1481;David R. Godine
1482;DK Publishing (Dorling Kindersley)
1483;Graywolf Press
1484;Tin House Magazine
1485;Stenhouse Publishers
1486;Zondervan Publishing House
1487;Voyageur Press
1488;The Berkley Publishing Group
1489;Chu Hartley Publishers LLC
1490;Chartwell Books
1491;T&T Clark Int'l
1492;Volo
1493;Del Rey Ballantine Random House
1494;Ecco 
1495; HarperCollins
1496;Chelsea House Publishers
1497;McGraw-Hill Companies
1498;Avalon Travel
1499;Orchard Books (NY)
1500;Collins Reference
1501;Hachette Audio
1502;RH Audio
1503;RH Audio Price-less
1504;Audio Literature
1505;Voyager
1506;Avon Books (AvoNova)
1507;Sunstone Press
1508;Soundings
1509;Nova Audio Books
1510;University Press of Kentucky
1511;Limelight
1512;Harcourt  Brace  Jovanovich
1513;CDS Books
1514;Vanguard Press
1515;dtv
1516;Dutton Books
1517;Huntington House Publishers
1518;Ediciones Urano
1519;Poppy
1520;Advantage World Press
1521;Harlequin Presents
1522;Teacher's Pet Publications
1523;Hyperion Paperbacks
1524;Puzzle-Via Magna
1525;Smart Pop
1526;Marshall Cavendish Editions
1527;Hawthorne Books
1528;Crown Journeys
1529;Crown Publishers
1530;Douglas & McIntyre
1531;DC Comics Vertigo
1532;Sticker Design (DC Comics)
1533;Disinformation Company
1534;The Disinformation Company (NYC)
1535;Bradygames
1536;Open Court
1537;Akashic Books
1538;Punk Planet Books
1539;Main Street Books
1540;Monolith Graphics
1541;La factoría de ideas
1542;Del Rey Books (NY)
1543;Bold Strokes Books
1544;Icon Books
1545;Hackett Publishing Company
1546;Impact
1547;Harlequin Special Releases
1548;Naiad Press
1549;Penguin UK
1550;List Taschenbuch
1551;小学館
1552;小学館 [Shōgakukan]
1553;University of Alaska Press
1554;CMX
1555;Blackwell Publishers
1556;Heinle
1557;Fontana Press
1558;Edicións Xerais de Galicia  S.A.
1559;Charlesbridge
1560;Sierra Club Books
1561;HarperTempest
1562;Downtown Press
1563;Times Books
1564;History Press Ltd
1565;The Liffey Press
1566;Thomas Dunne Books
1567;Veritas Publishing
1568;Perfection Learning
1569;Little Simon
1570;Pimsleur
1571;Droemer Knaur
1572;Devil's Due Publishing
1573;Avery Publishing Group
1574;Wiley Publishing  Inc.
1575;Benjamin Cummings
1576;Thames & Hudson
1577;Warner
1578;Nicholas Brealey
1579;B&H Publishing Group
1580;Courage Books
1581;Fireside
1582;Academy Chicago Publishers
1583;Birlinn
1584;Grafton
1585;Peerage Books
1586;River City Publishing
1587;Springer
1588;Crystal Clarity Publishers
1589;Macmillan Publ. Co.
1590;Plaza & Janés
1591;Penguin Group (USA)
1592;Círculo de Lectores
1593;Record
1594;Paul Mellon Centre BA
1595;Doubleday & Company  Inc.
1596;Harper Audio
1597;Checkmark Books
1598;Re
1599;Search Publications
1600;Semiotext(e)
1601;Seuil
1602;Points
1603;Morgan Road Books
1604;Urion Press
1605;Tusquets
1606;Crown Business
1607;Fithian Press
1608;Apple Paperbacks (Scholastic)
1609;Gamble Guides
1610;Scholastic Inc
1611;Coronet
1612;Montlake Romance
1613;Black Dog & Leventhal
1614;Dial Books
1615;Candlewick Press (MA)
1616;Candlewick
1617;Paula Wiseman Books
1618;HarperCollinsPublishers
1619;Alderac Entertainment Group (AEG)
1620;Black Sparrow Press
1621;Nonsuch Publishing
1622;Hippo
1623;University of Arkansas Press
1624;Listening Library
1625;Zebra Books
1626;Ballantine
1627;Harpercollins
1628;Larousse Kingfisher Chambers
1629;Neil Wilson Publishing
1630;Adamant Media Corporation
1631;New Page Books
1632;Cleis Press
1633;Schwartz & Wade Books
1634;Gale Cengage
1635;Laurel Leaf Books
1636;Harper Teen
1637;Simon & Schuster Simon Pulse
1638;Young Picador
1639;Square Fish
1640;Firebird Books
1641;Henry Holt and Company
1642;HarperLargePrint
1643;Time Warner Books UK
1644;Ace Trade
1645;Atlantic Books (UK)
1646;Harper Collins
1647;Quinteto
1648;Aurum
1649;Puffin Books (Penguin Books)
1650;Bantam Doubleday Dell Publishing Company Inc.
1651;Perennial
1652;Kyle Books
1653;Watson-Guptill
1654;Ash Tree Publishing
1655;Editions de l'Olivier
1656;Blue Sky Press
1657;Five Star Trade
1658;Creation Books
1659;Onyx
1660;Top Shelf Productions
1661;Marion Boyars Publishers
1662;Taplinger Publishing
1663;Tuttle Publishing
1664;Glencoe
1665;Troll Communications
1666;Wadsworth Publishing Company
1667;New Harbinger Publications
1668;Bertrand
1669;Goldmann
1670;Vida
1671;Y Lolfa
1672;Destiny Books
1673;Healing Arts Press
1674;Regal Books
1675;Newmarket
1676;LSU Press
1677;Routledge Taylor & Francis Books Ltd imprint
1678;Yale University Press (New Haven  CT)
1679;Dominion Press
1680;Kensington
1681;Penguin Books USA Inc.
1682;Bantam Doubleday Dell (NYC)
1683;Catholic Book Publishing
1684;Arlington House
1685;Sophia Institute Press
1686;Image
1687;Christian Classics
1688;University of Notre Dame Press
1689;Yellow Jersey
1690;Patmos
1691;Franklin Watts
1692;Nelson Current
1693;Vertical
1694;Lark Books
1695;Alderac Entertainment Group
1696;Hodder & Stoughton Educational Division
1697;Taylor & Francis Ltd.
1698;Sentient Publications
1699;Blu
1700;Random House (Vintage)
1701;Findakly
1702;Gingko Press
1703;KiWi
1704;18-Oct
1705;Silhouette Books
1706;Mira
1707;Island Books
1708;Rider
1709;Pharos Books
1710;Motilal Banarsidass
1711;Fleming H. Revell Company
1712;Mira books
1713;Holiday House
1714;Soho Press
1715;Loeb Classical Library 443
1716;Gallopade International
1717;Carole Marsh Mysteries
1718;Webster's New World
1719;Learning Matters
1720;F. Meiner
1721;Sams
1722;Addison Wesley
1723;The Guilford Press
1724;Pfeiffer & Company
1725;Backinprint.com
1726;Liveright
1727;W.W. Norton & Company  Inc.
1728;Liveright Publishing Corp.
1729;Pluto Press
1730;Center Point
1731;Avery
1732;Our Daily Bread Publishing
1733;Prentice Hall PTR
1734;Abradale Books
1735;角川書店 (Kadokawa Shoten)
1736;Time-Life Books
1737;Hodder and Stoughton
1738;Howard Books
1739;Tokyopop
1740;Worth Publishers
1741;Inner Light - Global Communications
1742;Tin House Books
1743;Peter Owen Publishers
1744;NAL Jam
1745;The Monacelli Press
1746;Grijalbo Mondadori Sa
1747;Harvard University Press (Cambridge  MA)
1748;Wm Heinemann Ltd. (London)
1749;K.G. Saur Verlag
1750;Clarendon Press
1751;Farrar  Straus & Giroux
1752;Kregel Publications
1753;PublicAffairs
1754;Harvest 
1755; Harcourt
1756;Keep It Simple Books
1757;Hal Leonard Pub Corp
1758;Chicago Review Press
1759;Puzzle-Roca
1760;Farrar  Straus and Giroux (BYR)
1761;Viking UK
1762;Editions Gallimard
1763;Alianza Editorial
1764;Skylight Paths Publishing
1765;Dartmouth College Press
1766;Churchill Livingstone
1767;Dedalus
1768;Course Technology
1769;Gollehon Books
1770;HarperCollins (SanFrancisco)
1771;Hackett Publishing Company (Indianapolis  IN)
1772;University of Nebraska Press
1773;Storey Publishing  LLC
1774;Ohio State University Press
1775;Waveland Press
1776;Loyola Press (Chicago)
1777;Penguin Books (London)
1778;Bureau of Public Secrets
1779;Rebel Press
1780;Disney Hyperion Books
1781;Thorndike Press Large Print
1782;Chicken House 
1783; Scholastic
1784;The Chicken House
1785;Chicken House
1786;Onyx Books
1787;Stonewall Inn Editions
1788;Heinemann Educational Books
1789;Verba Mundi
1790;Laurel Press
1791;Porrua
1792;Edaf S.A.
1793;ComicsLit
1794;Nantier Beall Minoustchine Publishing
1795;McGraw-Hill Professional Publishing
1796;Del Rey Fantasy
1797;Simon & Schuster Aladddin Paperbacks
1798;Coronet Books (GB)
1799;New Falcon Publications
1800;Backstage Books
1801;Princeton Architectural Press
1802;Chatto and Windus
1803;HarperVoyager
1804;DAW Fantasy
1805;Fischer (Tb.)
1806;DAW Books Inc
1807;Dante University of America Press
1808;Warner Forever
1809;Literatura Random House
1810;Mirrorstone
1811; HarperCollins 
1812; Harper Perennial
1813;McGraw-Hill Science
1814;Engineering
1815;Math
1816;Sasquatch Books
1817;Pomegranate Communications
1818;Van Patten Publishing
1819;Vanderbilt University Press
1820;Mel Bay Publications  Inc.
1821;Collins
1822;Greenery Press (CA)
1823;New York Review Children's Collection
1824;The Bodley Head Ltd
1825;Sensory Resources
1826;Lama Foundation (San Cristobal  NM)
1827;Sutton Publishing
1828;Ace Hardcover
1829;Grove Press  Black Cat
1830;Gotham
1831;One World
1832;Loose Id  LLC
1833;Dover Publications (NYC)
1834;Eraserhead Press
1835;Panther
1836;Collins Publishers
1837;Four Walls Eight Windows Press
1838;MIRA
1839;New World Publishing
1840;Kregel Academic & Professional
1841;l'ecole des loisirs
1842;Lawrence Hill Books
1843;Orion Publishing Group  Ltd.
1844;Manchester University Press
1845;Arrow Books Ltd
1846;Sidgwick & Jackson Ltd
1847;McFarland & Company
1848;Temenos Press
1849;Octopus Books (London)
1850;Peter Smith Publisher  Inc.
1851;Vince Emery Productions
1852;Mongoose Publishing
1853;Image Comics
1854;Beckett Media
1855;Abacus Books (London)
1856;Harpercollins Childrens Books
1857;Salani
1858;Wheeler Publishing
1859;Fantagraphics
1860;Berkley Hardcover
1861;McGraw-Hill Medical Publishing
1862;Blanvalet Taschenbuch Verlag
1863;Be Beautiful
1864;Bantam (Fanfare Imprint)
1865;Grand Central Publishing (Formerly Warner Books)
1866;Bantam (Fanfare)
1867;Gramedia Pustaka Utama
1868;Fanfare
1869;Mira (Mills and Boon)
1870;Blanvalet Verlag GmbH
1871;Loveswept
1872;Cisne
1873;Bedford
1874;St. Martin's
1875;International Publishers (NYC)
1876;Knowledge Products
1877;Allworth
1878;Ivan R. Dee  Publisher
1879;Ivan R. Dee
1880;Shepard Publications
1881;Disney Editions
1882;Praeger
1883;Bloomsbury 
1884; Continuum
1885;Intercultural Publishing
1886;YoungJin Singapore Pte. Ltd.
1887;Arkana
1888;Red Hen Pr
1889;Alfabeta Bokförlag
1890;House of Anansi Press
1891;Servant Publications
1892;Urban Books
1893;WaterBrook
1894;Loyola Classics
1895;Museum of Modern Art
1896;Vivendi
1897;Cátedra
1898;Grupo Editorial Norma  S.A.
1899;New Press (NY)
1900;Grove Weidenfeld
1901;1st Book Library
1902;Pygmalion Editions
1903;Seal Press
1904;Wyatt Book
1905;Wordsworth Classics
1906;Arsenal Pulp Press
1907;Audio Renaissance
1908;Orion Books
1909;Avenel Books
1910;Distribooks
1911;Shadow Mountain
1912;Little Apple
1913;Artisan
1914;Reclam  Leipzig
1915;Bantam Skylark
1916;McClelland & Stewart
1917;Editorial Diana
1918;Planeta
1919;Reclam
1920;東立
1921;Viking Compass (Non-Classics)
1922;Modern Library Classics
1923;Ebury
1924;Felony & Mayhem
1925;Book Publishing Company (TN)
1926;Book Publishing Company
1927;Cook's Illustrated
1928;Boston Common Press
1929;Specialty Press
1930;Bantem Press
1931;University of Pittsburgh Press
1932;P & R Publishing
1933;Portable Press
1934;Green Ronin Publishing
1935;Harbor Press
1936;Mestas Ediciones
1937;Piemme
1938;Riverrun Press (New York  NY)
1939;William Heinemann Ltd.
1940;Headline Feature
1941;W.W. Norton & Company (NY
1942;London)
1943;Sun & Moon Press
1944;Condor Books
1945;Ig Publishing
1946;Wesleyan University Press
1947;Plaza & Janés Editores  S.A.
1948;Martínez Roca
1949;Sholom Aleichem Family Publications
1950;Feminist Press
1951;Rowohlt
1952;Arkham House Publishers
1953;Liguori Publications
1954;Aegypan
1955;Evans Brothers
1956;Fredonia Books (NL)
1957;Helen Marx Books
1958;Shaye Areheart Books
1959;Health Communications
1960;Puffin Group
1961;South End Press
1962;Crossing Press
1963;Billboard Books
1964;John F. Blair  Publisher
1965;Random House Para Ninos
1966;Harcourt  Brace Jovanovich
1967;Harvest
1968;Arden Shakespeare
1969;Arléa
1970;Greenwood
1971;The New Cambridge Shakespeare
1972;Prestwick House
1973;Cedar Books
1974;Dragon Door Publications
1975;Travelers' Tales
1976;Longmeadow Press
1977;Futura
1978;Kensington Publishing Corporation
1979;Perennial 
1980; William Morrow 
1981;Granta Books
1982;Poorhouse Press
1983;Gauntlet Press
1984;IDW Publishing
1985;Cruithne Press
1986;Grupo Océano
1987;Claassen Verlag
1988;HQN Books
1989;HQN
1990;Goldmann Verlag
1991;Carlton Publishing Group
1992;Ullstein
1993;Serpents Tail
1994;Barrington Stoke
1995;Triple Crown Publications
1996;Project Management Institute
1997;Orion (an Imprint of The Orion Publishing Group Ltd )
1998;Modern Language Association of America
1999;W.W. Norton & Company (NY)
2000;Dutton Adult
2001;Mikaya Press
2002;Inner Traditions International
2003;Readers Digest.
2004;Reader's Digest Association
2005;Readers Digest
2006;Krause Publications
2007;Henry Holt and Co.
2008;The Orion Publishing Group Ltd
2009;Gaia Books
2010;Leete's Island Books
2011;Corgi Childrens
2012;Hartorch
2013;Science Fiction Book Club
2014;L.A. Weekly Books
2015;Wiley Publishing
2016;Viking Penguin Inc.
2017;Praeger Publishers
2018;Potomac Books
2019;Burford Books
2020;Civitas Books
2021;Focus on the Family Publishing
2022;Fontana Books
2023;Brown Son & Ferguson Ltd.
2024;Union Square Press
2025;Orbit Books
2026;Bragelonne
2027;Management Books 2000
2028;Sterling Publishing Co.  Inc.
2029;Fandemonium Books
2030;Thomas Publications (PA)
2031;Pearson Education
2032;Contemporary Books
2033;Scholastic Audio Books
2034;Kaplan Publishing
2035;Modern Publishing
2036;Limelight Editions
2037;Zenith Press
2038;Barricade Books
2039;Self-Realization Fellowship Publishers
2040;Berkley Books (NY)
2041;Lucas Books
2042;World Wrestling Entertainment Books
2043;Four Ninety-Eight Productions
2044;Hal Leonard Publishing Corporation
2045;Omnibus Press
2046;HarperResource
2047;MJF Books
2048;Wasendorf & Associates Inc
2049;Deodand Publishing
2050;Titan
2051;Academic Press
2052;Watkins
2053;Random House Inc. (NYC)
2054;Aris & Phillips
2055;Harcourt Brace Jovanovich (NY)
2056;FASA Corp.
2057;Penguin Young Readers
2058;Fantasy Flight Games
2059;Harcourt Children's Books
2060;Malhavoc Press
2061;British Academy
2062;Love Inspired
2063;Cavendish Square Publishing
2064;AIT Planet Lar
2065;University Press of New England
2066;Woodrow Wilson Center Press 
2067; Johns Hopkins University Press
2068;Crossroad Publishing Company
2069;Pippin Publishing
2070;Hazelden Publishing
2071;Universal Publishers
2072;Libros para ninos
2073;Random House Puzzles & Games
2074;B Fiction
2075;Sumach Press
2076;Chatto  Windus
2077;ガンガンコミックス
2078;Fab Press
2079;Avon HarperCollins
2080;Polygon
2081;Kuperard
2082;Delcourt
2083;Sage Publications Ltd
2084;Berkley Heat
2085;Elloras Cave
2086;Bruno Gmünder
2087;Dtv
2088;Feiwel & Friends
2089;B.E.S. Publishing
2090;Zondervan Publishing Company
2091;Welcome Books
2092;Canongate Books
2093;Pan Macmillan Ltd. (London)
2094;Banner of Truth
2095;Middleway Press
2096;Montena
2097;Hearst Communications
2098;Ash-Tree Press
2099;Macmillan Children's Books
2100;Pan Childrens
2101;Yosemite Conservancy
2102;Barnes  Noble
2103;Piper Taschenbuch
2104;Xulon Press
2105;Scholastic Nonfiction
2106;Portfolio
2107;Walter Foster Publishing
2108;Fawcett Coventry
2109;Fellowship for the Performance
2110;Holloway House
2111;Reaktion Books
2112;House of Stratus
2113;University of Texas Press (Austin
2114;Hodder Mobius
2115;Power Press
2116;LWW
2117;Let's Go Publications
2118;Random House Inc.
2119;Walter de Gruyter
2120;Harcourt Brace & Company
2121;ビブロス
2122;South End Press (Boston)
2123;Weidenfeld & Nicolson
2124;Allyn & Bacon
2125;Vintage Books a division of Random House
2126;Random House Reference Publishing
2127;Parker Publishing Llc
2128;Vertigo (DC Comics)
2129;ECW Press
2130;Editorial RM
2131;Smithsonian Books
2132;Jessica Kingsley Publishers
2133;Academica Press
2134;University of New Mexico Press
2135;Woodbridge Press Publishing Company
2136;Samhain Publishing
2137;Pan Australia
2138;Better Homes and Gardens Books
2139;Feral House
2140;Publishers
2141;Insight International
2142;Yoruba Theological Archministry
2143;Harrison House
2144;National Geographic Children's Books
2145;St. Martin's Paperback
2146;Apple
2147;Rux Martin
2148;Berkley Prime Crime Books
2149;Berkley Prime Crime
2150;Universe Publishing(NY)
2151;Leisure
2152;Gun Digest Books
2153;Eros Comix
2154;Texas A&M University Press
2155;Polychrome Publishing Corporation
2156;Golden Gryphon Press
2157;Saddleback Educational Publishing  Inc.
2158;Vendome Press
2159;Éditions 10
2160;San Val
2161;MetroBooks (NY)
2162;Legend
2163;Doherty  Tom Associates  LLC
2164;Harcourt Brace & company
2165;Running Press Adult
2166;Orion Publishing Group
2167;Alpha Books
2168;New Tradition Books
2169;Howard University Press
2170;Faber & Faber Ltd.
2171;Redleaf Press
2172;Aivia Press
2173;British Library
2174;Underwood
2175;Miller  Berkley
2176;Paperback Library
2177;CRC Press
2178;Broadway Business
2179;Meredith Corporation
2180;Westview Press
2181;Dundurn
2182;Wipf & Stock Publishers
2183;BenBella Books
2184;DAW Books (NY)
2185;DAW SF
2186;Dramatists Play Service  Inc.
2187;Orion Publishing Co
2188;Voice
2189;Southern Methodist University Press
2190;Trafalgar Square Publishing
2191;Council Oak Books
2192;New York : Penguin Books
2193;Michael Joseph Ltd.
2194;Julia MacRae
2195;Simon & Schuster Adult Publishing Group
2196;Exact Change
2197;Raintree
2198;Beltz und Gelberg
2199;Versus Press
2200;See Sharp Press
2201;Northwestern Univ Press
2202;CQ Press
2203;Fawcett crest
2204;Avon Books (P)
2205;Arthur A. Levine Books
2206;Michael O'Mara Books
2207;Dhv der Hörverlag
2208;Yapı Kredi Yayınları
2209;Possibilities
2210;Pogue Press
2211;Applause Theatre & Cinema Book Publishers
2212;Twayne Publishers
2213;Oddysey
2214;Harcourt Young Classics
2215;Sagebrush
2216;Lions
2217;"Simon & Schuster; Media Tie-In edition"
2218;P. F. Collier and Sons
2219;Victor Gollancz
2220;Twin Palms Publishers
2221;University of Arizona Press
2222;Harlequin American Romance
2223;Presidio Press
2224;US Naval Institute Press
2225;Hyperion Books for Children
2226;The Audio Partners
2227;Replica Books
2228;Atlantic Monthly Press (NYC)
2229;Pen & Sword Military
2230;Bantam Books  Inc.
2231;Fischer Taschenbuch Verlag
2232;Secker and Warburg
2233;Omnibus Hc Bei Bertelsmann
2234;Fischer TB
2235;Greenwood Press
2236;Xlibris Corporation
2237;David C. Cook
2238;W Publishing Group
2239;Rba Libros
2240;Fawcett Crest
2241;Hachette Children's
2242;Morrow
2243;Sarah Crichton Books
2244;Alan Rodgers Books
2245;HarperPaperbacks
2246;First Avenue Editions (Tm)
2247;Harper Design
2248;Penguin Putnam
2249;Transworld Publishers Ltd
2250;That Patchwork Place
2251;Sidran Press
2252;Harlequin Readers' Choice
2253;Grand Central
2254;Atlas Books
2255;Lone Oak Press
2256;Hill & Wang Publ. (NY)
2257;Hamish hamilton
2258;Melodrama Publishing
2259;Bloomsbury USA Childrens
2260;Fantagraphics Books
2261;Diamond
2262;Charter
2263;Silhouette Bombshell
2264;Coffee House Press
2265;Wildstorm
2266;TEA
2267;Byblos
2268;Andrews and McMeel
2269;Harper Element
2270;Middlesex University Press
2271;Tinder Press
2272;Bulfinch
2273;Other Press (NY)
2274;Pan Books
2275;US Green Building Council
2276;Presses de La Cite
2277;Hub City Press
2278;Acento Editorial
2279;Abacus Books
2280;Do-Not Press
2281;Modern Library (NY)
2282;Rosenberg Publishing
2283;InterVarsity Press
2284;Birlinn Ltd
2285;Festival Books
2286;Puffin Audiobooks
2287;Alyson Books
2288;Hamish Hamilton Ltd
2289;Robson Books  London
2290;Absolute Press
2291;Grijalbo
2292;Corgi Books (Adult)
2293;AMR
2294;Advanced Management Reports
2295;Hartley & Marks Publishers
2296;Delmar Thomson Learning
2297;Mark Cahill Ministries
2298;Larousse
2299;International Code Council
2300;Blood Moon Productions
2301;Shambhala Publications
2302;School Specialty Publishing
2303;No Starch Press
2304;Aurum Press
2305;Five Star (ME)
2306;RP Minis
2307;Godsfield Press Ltd
2308;Between the Lines Productions
2309;Cartago
2310;William Heinemann
2311;Prestel Publishing
2312;Pegasus Books
2313;Inter-Varsity Press
2314;Twenty-First Century Books (CT)
2315;O'Brien Press
2316;DEBOLS!LLO
2317;Folio histoire
2318;Alfaguara Infantil
2319;Suma
2320;Panamericana Editorial
2321;Editorial Presença
